Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,5957303,147,178,289,338,420,0,1411,0.00%,32779.3,15461.2,122.14
总体,5957303,147,178,289,338,420,0,1411,0.00%,32779.3,15461.2,122.14
