Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,3596615,410,407,837,1232,2025,1,7377,0.00%,11930.9,5624.8,429.44
总体,3596615,410,407,837,1232,2025,1,7377,0.00%,11930.9,5624.8,429.44
