Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,6385809,137,185,244,289,372,0,1036,0.00%,35232.2,16618.1,111.49
总体,6385809,137,185,244,289,372,0,1036,0.00%,35232.2,16618.1,111.49
