Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,7994002,110,109,159,246,352,0,1062,0.00%,43444.5,17267.5,63.08
总体,7994002,110,109,159,246,352,0,1062,0.00%,43444.5,17267.5,63.08
