Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,972078,90,85,100,117,185,11,1587,0.00%,5397.3,1090.4,54.82
总体,972078,90,85,100,117,185,11,1587,0.00%,5397.3,1090.4,54.82
