Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,943348,92,85,101,118,184,11,2360,0.00%,5238.0,1058.2,90.53
总体,943348,92,85,101,118,184,11,2360,0.00%,5238.0,1058.2,90.53
