Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,15872827,55,6,195,268,436,0,3646,0.00%,86662.9,17941.9,110.62
总体,15872827,55,6,195,268,436,0,3646,0.00%,86662.9,17941.9,110.62
