Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request asset_query,15671065,55,6,197,268,433,0,7561,0.000%,86231.73134,17852.66,0.00
TOTAL,15671065,55,6,197,268,433,0,7561,0.000%,86231.73134,17852.66,0.00
