Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,15896254,55,6,189,265,438,0,7293,0.00%,87261.0,18065.8,117.21
总体,15896254,55,6,189,265,438,0,7293,0.00%,87261.0,18065.8,117.21
