Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,309537,2865,2983,3055,3069,3104,3,3198,0.000%,1681.93723,551836.38,0.00
TOTAL,309537,2865,2983,3055,3069,3104,3,3198,0.000%,1681.93723,551836.38,0.00
