Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,508783,1773,1903,1995,2033,2246,5,3803,0.00%,2583.3,847570.5,428.83
总体,508783,1773,1903,1995,2033,2246,5,3803,0.00%,2583.3,847570.5,428.83
