Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,507114,1779,1903,1996,2032,2125,4,3155,0.00%,2596.2,851796.6,412.35
总体,507114,1779,1903,1996,2032,2125,4,3155,0.00%,2596.2,851796.6,412.35
