Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,498133,1811,1907,1999,2033,2133,3,2967,0.00%,2591.0,850080.7,374.47
总体,498133,1811,1907,1999,2033,2133,3,2967,0.00%,2591.0,850080.7,374.47
