Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,87644,6694,7021,7132,7159,7201,110,7281,0.000%,285.64538,93719.02,0.00
TOTAL,87644,6694,7021,7132,7159,7201,110,7281,0.000%,285.64538,93719.02,0.00
