Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,201317,4415,4716,4952,4973,5021,4,5116,0.000%,1086.86639,330080.47,0.00
TOTAL,201317,4415,4716,4952,4973,5021,4,5116,0.000%,1086.86639,330080.47,0.00
