Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,201970,4398,4767,4910,4937,4983,4,5075,0.000%,1091.21067,331399.83,0.00
TOTAL,201970,4398,4767,4910,4937,4983,4,5075,0.000%,1091.21067,331399.83,0.00
