Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,313681,2880,2970,3084,3136,3286,7,4297,0.00%,1664.5,505499.3,459.96
总体,313681,2880,2970,3084,3136,3286,7,4297,0.00%,1664.5,505499.3,459.96
