Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,257534,2263,2391,2485,2508,2555,16,2656,0.000%,851.01447,258452.43,0.00
TOTAL,257534,2263,2391,2485,2508,2555,16,2656,0.000%,851.01447,258452.43,0.00
