Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,15551933,56,4,173,282,461,0,751,0.00%,85381.7,10172.4,99.68
总体,15551933,56,4,173,282,461,0,751,0.00%,85381.7,10172.4,99.68
