Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,13810922,63,1,210,298,434,0,1726,0.00%,75586.0,14689.1,115.05
总体,13810922,63,1,210,298,434,0,1726,0.00%,75586.0,14689.1,115.05
