Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request asset_query,14037850,62,1,204,292,433,0,1838,0.000%,77556.75383,15072.06,0.00
TOTAL,14037850,62,1,204,292,433,0,1838,0.000%,77556.75383,15072.06,0.00
