Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,13920690,63,1,210,297,436,0,3326,0.00%,76058.1,14780.8,115.13
总体,13920690,63,1,210,297,436,0,3326,0.00%,76058.1,14780.8,115.13
