Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,4949197,177,179,358,370,553,0,1808,0.00%,27345.9,11937.1,125.66
总体,4949197,177,179,358,370,553,0,1808,0.00%,27345.9,11937.1,125.66
