Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,4976235,176,177,355,369,552,0,1805,0.00%,27497.3,12003.2,125.16
总体,4976235,176,177,355,369,552,0,1805,0.00%,27497.3,12003.2,125.16
