Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,299039,2962,206,1593,4146,102684,7,152008,0.000%,1626.75915,541764.81,0.00
TOTAL,299039,2962,206,1593,4146,102684,7,152008,0.000%,1626.75915,541764.81,0.00
