Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,332928,2700,225,1062,2726,121623,6,180169,0.00%,1784.4,594256.3,17677.27
总体,332928,2700,225,1062,2726,121623,6,180169,0.00%,1784.4,594256.3,17677.27
