Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,477483,6114,246,2312,18982,131072,6,303243,1.509%,1301.43367,426922.41,0.00
TOTAL,477483,6114,246,2312,18982,131072,6,303243,1.509%,1301.43367,426922.41,0.00
