Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,326615,2742,226,1063,2596,127681,6,179782,0.00%,1757.7,585363.0,17928.11
总体,326615,2742,226,1063,2596,127681,6,179782,0.00%,1757.7,585363.0,17928.11
