Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_list,298287,2972,224,1663,4112,109369,5,158853,0.000%,1621.00166,539847.38,0.00
TOTAL,298287,2972,224,1663,4112,109369,5,158853,0.000%,1621.00166,539847.38,0.00
