Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,7420483,119,21,722,765,824,0,3895,0.00%,40269.4,18178.3,253.14
总体,7420483,119,21,722,765,824,0,3895,0.00%,40269.4,18178.3,253.14
