Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,7486008,118,20,732,780,836,0,3858,0.00%,40765.9,18411.8,255.16
总体,7486008,118,20,732,780,836,0,3858,0.00%,40765.9,18411.8,255.16
