Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,4311621,20,16,43,56,83,0,1086,0.00%,23946.9,87292.8,17.06
总体,4311621,20,16,43,56,83,0,1086,0.00%,23946.9,87292.8,17.06
