Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,4314194,20,17,43,55,82,0,1106,0.00%,23961.9,87347.6,16.91
总体,4314194,20,17,43,55,82,0,1106,0.00%,23961.9,87347.6,16.91
