Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,1188585,738,735,801,847,877,10,3300,0.00%,6580.4,1247.1,81.22
总体,1188585,738,735,801,847,877,10,3300,0.00%,6580.4,1247.1,81.22
