Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_add,1155332,760,763,872,888,920,4,1156,0.000%,6369.53645,1206.97,0.00
TOTAL,1155332,760,763,872,888,920,4,1156,0.000%,6369.53645,1206.97,0.00
