Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,1187268,738,734,810,851,883,9,4223,0.00%,6573.4,1245.8,81.37
总体,1187268,738,734,810,851,883,9,4223,0.00%,6573.4,1245.8,81.37
