Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_add,1127381,777,767,867,890,933,216,5785,0.000%,6237.30830,1181.77,0.00
TOTAL,1127381,777,767,867,890,933,216,5785,0.000%,6237.30830,1181.77,0.00
