Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,13299410,1,1,3,5,9,0,920,0.00%,110809.9,14392.3,3.52
总体,13299410,1,1,3,5,9,0,920,0.00%,110809.9,14392.3,3.52
