Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
JDBC Request,14466159,1,1,3,6,10,0,4138,0.00%,120527.2,15654.4,13.95
总体,14466159,1,1,3,6,10,0,4138,0.00%,120527.2,15654.4,13.95
