Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,260062,3485,2170,9373,10205,11026,3,22267,0.00%,1293.5,408067.5,3626.42
总体,260062,3485,2170,9373,10205,11026,3,22267,0.00%,1293.5,408067.5,3626.42
