Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,268095,3383,2094,9122,10353,11195,4,22084,0.00%,1307.3,412422.1,3584.94
总体,268095,3383,2094,9122,10353,11195,4,22084,0.00%,1307.3,412422.1,3584.94
