Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,4578866,193,19,1333,1530,1644,0,4861,0.00%,24933.5,4160.3,467.98
总体,4578866,193,19,1333,1530,1644,0,4861,0.00%,24933.5,4160.3,467.98
