Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_add,3019669,290,26,1683,1823,2132,0,5600,0.000%,16693.03017,2781.67,0.00
TOTAL,3019669,290,26,1683,1823,2132,0,5600,0.000%,16693.03017,2781.67,0.00
