Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request account_add,3019024,290,27,1656,1781,2141,0,5122,0.000%,16691.40225,2781.42,0.00
TOTAL,3019024,290,27,1656,1781,2141,0,5122,0.000%,16691.40225,2781.42,0.00
