Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,3658276,244,17,43,448,7729,0,31902,0.00%,18752.4,2832.9,1583.18
总体,3658276,244,17,43,448,7729,0,31902,0.00%,18752.4,2832.9,1583.18
