Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,2235295,398,27,417,739,15796,1,131187,0.00%,10595.3,1599.5,2340.91
总体,2235295,398,27,417,739,15796,1,131187,0.00%,10595.3,1599.5,2340.91
