Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,2225974,405,27,418,741,15794,1,131011,0.01%,9664.7,1459.0,2395.68
总体,2225974,405,27,418,741,15794,1,131011,0.01%,9664.7,1459.0,2395.68
