Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,16631800,52,1,166,260,445,0,684,0.00%,91559.6,16541.5,94.61
总体,16631800,52,1,166,260,445,0,684,0.00%,91559.6,16541.5,94.61
