Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,2736330,321,353,389,485,643,0,1356,0.00%,15105.4,3062.2,129.77
总体,2736330,321,353,389,485,643,0,1356,0.00%,15105.4,3062.2,129.77
