Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,2740789,320,353,408,516,648,0,1346,0.00%,15136.9,3068.6,135.00
总体,2740789,320,353,408,516,648,0,1346,0.00%,15136.9,3068.6,135.00
