Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,8032880,111,136,165,266,402,0,3557,0.00%,42915.7,20242.5,99.23
总体,8032880,111,136,165,266,402,0,3557,0.00%,42915.7,20242.5,99.23
