Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,1463004,599,590,713,731,808,1,3720,0.00%,8103.9,3624.6,117.40
总体,1463004,599,590,713,731,808,1,3720,0.00%,8103.9,3624.6,117.40
