Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,5670475,158,22,27,28,4054,0,131154,0.01%,23972.1,9811.1,1609.92
总体,5670475,158,22,27,28,4054,0,131154,0.01%,23972.1,9811.1,1609.92
