Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,327764,267,160,607,676,808,3,1228,0.00%,1817.4,573367.9,216.74
总体,327764,267,160,607,676,808,3,1228,0.00%,1817.4,573367.9,216.74
