Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,327992,266,164,602,672,815,4,1522,0.00%,1819.2,573922.7,214.44
总体,327992,266,164,602,672,815,4,1522,0.00%,1819.2,573922.7,214.44
