Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,328673,266,165,596,671,828,5,1469,0.00%,1822.6,574990.0,213.82
总体,328673,266,165,596,671,828,5,1469,0.00%,1822.6,574990.0,213.82
