Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,292371,3098,1902,8342,9003,9868,4,20131,0.00%,1460.1,460633.6,3243.99
总体,292371,3098,1902,8342,9003,9868,4,20131,0.00%,1460.1,460633.6,3243.99
