Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_list,276180,3279,2383,8308,8886,9782,4,20809,0.00%,1450.3,457558.9,3243.13
总体,276180,3279,2383,8308,8886,9782,4,20809,0.00%,1450.3,457558.9,3243.13
