Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_query,7843149,11,10,19,24,39,0,1091,0.00%,43545.0,20539.3,14.56
总体,7843149,11,10,19,24,39,0,1091,0.00%,43545.0,20539.3,14.56
