Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
HTTP Request asset_query,334394,2,1,3,4,17,0,1037,19.637%,2787.08118,1504.06,0.00
TOTAL,334394,2,1,3,4,17,0,1037,19.637%,2787.08118,1504.06,0.00
