Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,16241415,54,1,249,329,413,0,1818,0.00%,89261.1,18479.8,110.05
总体,16241415,54,1,249,329,413,0,1818,0.00%,89261.1,18479.8,110.05
