Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request asset_query,16427653,53,1,246,327,416,0,3747,0.00%,90223.2,18679.0,109.79
总体,16427653,53,1,246,327,416,0,3747,0.00%,90223.2,18679.0,109.79
