Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,3468457,253,251,482,510,747,1,2214,0.00%,19123.9,3878.2,142.20
总体,3468457,253,251,482,510,747,1,2214,0.00%,19123.9,3878.2,142.20
