Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,标准偏差
HTTP Request account_add,3579374,246,248,480,503,740,0,3289,0.00%,19591.3,3973.2,142.80
总体,3579374,246,248,480,503,740,0,3289,0.00%,19591.3,3973.2,142.80
